kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,celdirici_x,celdirici_y,celdirici_z,celdirici_qw,celdirici_qx,celdirici_qy,celdirici_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
100,3.299999,-10.036188,-0.721759,0.750000,0.999213,0.000000,0.000000,0.039659,7.866669,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-10.879832,1.874746,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
101,3.333333,-9.764624,-0.697920,0.750000,0.998784,0.000000,0.000000,0.049306,7.750002,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-11.704591,1.873693,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
102,3.366666,-9.487155,-0.668030,0.750000,0.998272,0.000000,0.000000,0.058760,7.633335,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-12.485066,1.667059,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
103,3.399999,-9.204488,-0.632291,0.750000,0.997686,0.000000,0.000000,0.067993,7.516669,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-13.214903,1.271462,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
104,3.433333,-8.917047,-0.590679,0.750000,0.997034,0.000000,0.000000,0.076969,7.400002,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-13.886602,0.700212,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
105,3.466666,-8.625079,-0.542945,0.750000,0.996326,0.000000,0.000000,0.085639,7.283335,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-14.489653,-0.033767,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
106,3.499999,-8.329246,-0.489446,0.750000,0.995574,0.000000,0.000000,0.093982,7.166669,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-15.020385,-0.897075,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
107,3.533333,-8.029979,-0.430306,0.750000,0.994788,0.000000,0.000000,0.101968,7.050002,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-15.472978,-1.860668,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
108,3.566666,-7.727587,-0.365446,0.750000,0.993982,0.000000,0.000000,0.109547,6.933335,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-15.838009,-2.893472,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
109,3.595833,-7.460933,-0.304478,0.750000,0.993268,0.000000,0.000000,0.115843,6.831252,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-16.086682,-3.822593,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
