kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,celdirici_x,celdirici_y,celdirici_z,celdirici_qw,celdirici_qx,celdirici_qy,celdirici_qz,celdirici2_x,celdirici2_y,celdirici2_z,celdirici2_qw,celdirici2_qx,celdirici2_qy,celdirici2_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
42,1.387500,-16.540001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,14.560418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.183956,-6.036577,0.750000,0.233445,0.000000,0.000000,0.972370,-16.540082,0.014503,38.300000,0.404603,-0.579910,0.404603,0.579910,4.167
43,1.420833,-16.380001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,14.443751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.059215,-5.973019,0.750000,0.233445,0.000000,0.000000,0.972370,-16.380085,0.013667,38.300000,0.410704,-0.575606,0.410704,0.575606,0.000
44,1.454166,-16.220001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,14.327084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.065526,-5.909460,0.750000,0.233445,0.000000,0.000000,0.972370,-16.220088,0.012794,38.300000,0.417019,-0.571047,0.417019,0.571047,4.167
45,1.487500,-16.060001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,14.210418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.190267,-5.845902,0.750000,0.233445,0.000000,0.000000,0.972370,-16.060091,0.011889,38.300000,0.423513,-0.566248,0.423513,0.566248,4.167
46,1.520833,-15.900001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,14.093751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.315008,-5.782343,0.750000,0.233445,0.000000,0.000000,0.972370,-15.900094,0.010953,38.300000,0.430163,-0.561213,0.430163,0.561213,0.000
47,1.550000,-15.760001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.991668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.424156,-5.726729,0.750000,0.233445,0.000000,0.000000,0.972370,-15.760097,0.010109,38.300000,0.436098,-0.556613,0.436098,0.556613,4.167
48,1.583333,-15.600001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.875001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.548897,-5.663170,0.750000,0.233445,0.000000,0.000000,0.972370,-15.600102,0.008938,38.300000,0.442971,-0.551159,0.442971,0.551159,0.000
49,1.616666,-15.440001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.758334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.673638,-5.599612,0.750000,0.233445,0.000000,0.000000,0.972370,-15.440106,0.007926,38.300000,0.449944,-0.545481,0.449944,0.545481,4.167
50,1.650000,-15.280001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.641668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.798379,-5.536053,0.750000,0.233445,0.000000,0.000000,0.972370,-15.280110,0.006894,38.300000,0.456978,-0.539603,0.456978,0.539603,4.167
51,1.683333,-15.120001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.525001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.923120,-5.472494,0.750000,0.233445,0.000000,0.000000,0.972370,-15.120114,0.005844,38.300000,0.464047,-0.533535,0.464047,0.533535,0.000
52,1.716666,-14.960001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.408334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.047860,-5.408936,0.750000,0.233445,0.000000,0.000000,0.972370,-14.960118,0.004779,38.300000,0.471134,-0.527288,0.471134,0.527288,4.167
53,1.750000,-14.800001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.291668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.172601,-5.345377,0.750000,0.233445,0.000000,0.000000,0.972370,-14.800122,0.003701,38.300000,0.478209,-0.520880,0.478209,0.520880,4.167
54,1.783333,-14.640001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.175001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.297342,-5.281818,0.750000,0.233445,0.000000,0.000000,0.972370,-14.640126,0.002615,38.300000,0.485251,-0.514327,0.485251,0.514327,0.000
55,1.816666,-14.480002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,13.058334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.422083,-5.218260,0.750000,0.233445,0.000000,0.000000,0.972370,-14.480131,0.001522,38.300000,0.492238,-0.507643,0.492238,0.507643,4.167
56,1.850000,-14.320002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.941668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.546824,-5.154701,0.750000,0.233445,0.000000,0.000000,0.972370,-14.320135,0.000426,38.300000,0.499148,-0.500851,0.499148,0.500851,4.167
57,1.883333,-14.160002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.825001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.671565,-5.091142,0.750000,0.233445,0.000000,0.000000,0.972370,-14.160140,-0.000670,38.300000,0.505961,-0.493967,0.505961,0.493967,0.000
58,1.916666,-14.000002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.708334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.796306,-5.027584,0.750000,0.233445,0.000000,0.000000,0.972370,-14.000144,-0.001763,38.300000,0.512657,-0.487014,0.512657,0.487014,4.167
59,1.945833,-13.860002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.606251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.905454,-4.971970,0.750000,0.233445,0.000000,0.000000,0.972370,-13.860148,-0.002715,38.300000,0.518407,-0.480889,0.518407,0.480889,0.000
60,1.979166,-13.700002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.489585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.030195,-4.908411,0.750000,0.233445,0.000000,0.000000,0.972370,-13.700152,-0.003795,38.300000,0.524835,-0.473865,0.524835,0.473865,4.167
61,2.012500,-13.540002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.372918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.154936,-4.844853,0.750000,0.233445,0.000000,0.000000,0.972370,-13.540156,-0.004864,38.300000,0.531098,-0.466835,0.531098,0.466835,4.167
62,2.045833,-13.380002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.256251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.279677,-4.781294,0.750000,0.233445,0.000000,0.000000,0.972370,-13.380160,-0.005918,38.300000,0.537183,-0.459820,0.537183,0.459820,0.000
63,2.079166,-13.220002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.139585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.404418,-4.717735,0.750000,0.233445,0.000000,0.000000,0.972370,-13.220164,-0.006955,38.300000,0.543070,-0.452852,0.543070,0.452852,4.167
64,2.112500,-13.060002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,12.022918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.529159,-4.654177,0.750000,0.233445,0.000000,0.000000,0.972370,-13.060168,-0.007972,38.300000,0.548752,-0.445949,0.548752,0.445949,4.167
65,2.145833,-12.900002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,11.906251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.653899,-4.590618,0.750000,0.233445,0.000000,0.000000,0.972370,-12.900172,-0.008967,38.300000,0.554221,-0.439135,0.554221,0.439135,0.000
66,2.179166,-12.740002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,11.789585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.778640,-4.527059,0.750000,0.233445,0.000000,0.000000,0.972370,-12.740175,-0.009935,38.300000,0.559458,-0.432443,0.559458,0.432443,4.167
67,2.212500,-12.580002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,11.672918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.903381,-4.463501,0.750000,0.233445,0.000000,0.000000,0.972370,-12.580178,-0.010875,38.300000,0.564463,-0.425889,0.564463,0.425889,4.167
68,2.245833,-12.420002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,11.556251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.028122,-4.399942,0.750000,0.233445,0.000000,0.000000,0.972370,-12.420181,-0.011785,38.300000,0.569229,-0.419497,0.569229,0.419497,0.000
69,2.279166,-12.260002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,11.439585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.152863,-4.336383,0.750000,0.233445,0.000000,0.000000,0.972370,-12.260184,-0.012661,38.300000,0.573743,-0.413303,0.573743,0.413303,4.167
70,2.312500,-12.100002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,11.322918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.277604,-4.272825,0.750000,0.233445,0.000000,0.000000,0.972370,-12.100187,-0.013502,38.300000,0.578007,-0.407318,0.578007,0.407318,4.167
71,2.345833,-11.940002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,11.206251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.402345,-4.209266,0.750000,0.233445,0.000000,0.000000,0.972370,-11.940189,-0.014305,38.300000,0.582018,-0.401565,0.582018,0.401565,0.000
72,2.375000,-11.800002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,11.104168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.511493,-4.153652,0.750000,0.233445,0.000000,0.000000,0.972370,-11.800191,-0.014974,38.300000,0.585310,-0.396752,0.585310,0.396752,4.167
73,2.408333,-11.640002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.987501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.636234,-4.090094,0.750000,0.233445,0.000000,0.000000,0.972370,-11.640193,-0.015700,38.300000,0.588835,-0.391501,0.588835,0.391501,0.000
74,2.441666,-11.480002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.870835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.760975,-4.026535,0.750000,0.233445,0.000000,0.000000,0.972370,-11.480195,-0.016381,38.300000,0.592091,-0.386559,0.592091,0.386559,4.167
75,2.475000,-11.320002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.754168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.885716,-3.962976,0.750000,0.233445,0.000000,0.000000,0.972370,-11.320196,-0.017017,38.300000,0.595088,-0.381929,0.595088,0.381929,4.167
76,2.508333,-11.160002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.637501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.010457,-3.899418,0.750000,0.233445,0.000000,0.000000,0.972370,-11.160198,-0.017606,38.300000,0.597826,-0.377629,0.597826,0.377629,0.000
77,2.541666,-11.000002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.520835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.135198,-3.835859,0.750000,0.233445,0.000000,0.000000,0.972370,-11.000199,-0.018144,38.300000,0.600294,-0.373694,0.600294,0.373694,4.167
78,2.575000,-10.840002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.404168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.259938,-3.772300,0.750000,0.233445,0.000000,0.000000,0.972370,-10.840200,-0.018632,38.300000,0.602503,-0.370121,0.602503,0.370121,4.167
79,2.608333,-10.680002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.287502,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.384679,-3.708742,0.750000,0.233445,0.000000,0.000000,0.972370,-10.680200,-0.019069,38.300000,0.604455,-0.366925,0.604455,0.366925,0.000
80,2.641666,-10.520002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.170835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.509420,-3.645183,0.750000,0.233445,0.000000,0.000000,0.972370,-10.520201,-0.019451,38.300000,0.606139,-0.364136,0.606139,0.364136,4.167
81,2.675000,-10.360002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,10.054168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.634161,-3.581624,0.750000,0.233445,0.000000,0.000000,0.972370,-10.360201,-0.019779,38.300000,0.607568,-0.361748,0.607568,0.361748,4.167
82,2.708333,-10.200002,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,9.937502,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.758902,-3.518066,0.750000,0.233445,0.000000,0.000000,0.972370,-10.200202,-0.020054,38.300000,0.608742,-0.359769,0.608742,0.359769,0.000
