kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
127,4.191666,-78.605005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-78.605005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
128,4.224999,-78.345005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-78.345005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
129,4.258333,-78.085006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-78.085006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
130,4.291666,-77.825006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-77.825006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
131,4.324999,-77.565006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-77.565006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
132,4.358333,-77.305006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-77.305006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
133,4.391666,-77.045006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-77.045006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
134,4.420833,-76.817506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-76.817506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
135,4.454166,-76.557506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-76.557506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
136,4.487499,-76.297506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-76.297506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
137,4.520833,-76.037506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-76.037506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
138,4.554166,-75.777506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-75.777506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
139,4.587499,-75.517506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-75.517506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
140,4.620833,-75.257506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-75.257506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
141,4.654166,-74.997506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-74.997506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
142,4.687499,-74.737506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-74.737506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
143,4.720833,-74.477506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-74.477506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
144,4.754166,-74.217506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-74.217506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
145,4.787499,-73.957506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-73.957506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
146,4.820833,-73.697506,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-73.697506,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
147,4.849999,-73.470006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-73.470006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
148,4.883333,-73.210006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-73.210006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
149,4.916666,-72.950006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-72.950006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
150,4.949999,-72.690006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-72.690006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
151,4.983333,-72.430006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-72.430006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
152,5.016666,-72.170006,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-72.170006,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
153,5.049999,-71.910007,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-71.910007,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
154,5.083333,-71.650007,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-71.650007,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
155,5.116666,-71.390007,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-71.390007,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
156,5.149999,-71.130007,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-71.130007,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
157,5.183333,-70.870007,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-70.870007,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
158,5.216666,-70.610007,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-70.610007,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
