kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
142,4.687499,223.541659,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,223.541659,155.000000,68.203122,0.500000,-0.500000,0.500000,0.500000,4.167
143,4.720833,223.874992,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,223.874992,155.000000,68.328122,0.500000,-0.500000,0.500000,0.500000,0.000
144,4.754166,224.208325,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,224.208325,155.000000,68.453122,0.500000,-0.500000,0.500000,0.500000,4.167
145,4.787499,224.541659,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,224.541659,155.000000,68.578122,0.500000,-0.500000,0.500000,0.500000,4.167
146,4.820833,224.874992,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,224.874992,155.000000,68.703122,0.500000,-0.500000,0.500000,0.500000,0.000
147,4.849999,225.166659,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,225.166659,155.000000,68.812497,0.500000,-0.500000,0.500000,0.500000,4.167
148,4.883333,225.499992,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,225.499992,155.000000,68.937497,0.500000,-0.500000,0.500000,0.500000,0.000
149,4.916666,225.833325,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,225.833325,155.000000,69.062497,0.500000,-0.500000,0.500000,0.500000,4.167
150,4.949999,226.166658,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,226.166658,155.000000,69.187497,0.500000,-0.500000,0.500000,0.500000,4.167
151,4.983333,226.499992,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,226.499992,155.000000,69.312497,0.500000,-0.500000,0.500000,0.500000,0.000
152,5.016666,226.833325,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,226.833325,155.000000,69.437497,0.500000,-0.500000,0.500000,0.500000,4.167
153,5.049999,227.166658,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,227.166658,155.000000,69.562497,0.500000,-0.500000,0.500000,0.500000,4.167
154,5.083333,227.499992,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,227.499992,155.000000,69.687497,0.500000,-0.500000,0.500000,0.500000,0.000
155,5.116666,227.833325,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,227.833325,155.000000,69.812497,0.500000,-0.500000,0.500000,0.500000,4.167
156,5.149999,228.166658,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,228.166658,155.000000,69.937497,0.500000,-0.500000,0.500000,0.500000,4.167
157,5.183333,228.499991,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,228.499991,155.000000,70.062497,0.500000,-0.500000,0.500000,0.500000,0.000
158,5.216666,228.833325,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,228.833325,155.000000,70.187497,0.500000,-0.500000,0.500000,0.500000,4.167
159,5.245832,229.124991,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,229.124991,155.000000,70.296872,0.500000,-0.500000,0.500000,0.500000,0.000
160,5.279166,229.458325,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,229.458325,155.000000,70.421872,0.500000,-0.500000,0.500000,0.500000,4.167
161,5.312499,229.791658,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,229.791658,155.000000,70.546872,0.500000,-0.500000,0.500000,0.500000,4.167
